customValue,pubkey,foundInMapping,lnaddressFromMapping,nameIfPresent,sourceFile
IBZjZFVjmbGVDsp4m0Mu,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Noel Hoines,data/podcast-value-feeds-2025-10-01.json
mauroleonel,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Mauro Leonel,data/podcast-value-feeds-2025-10-01.json
forest-fangs,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Forest  Fang$,data/podcast-value-feeds-2025-10-01.json
0115qgugXkt1HTHacFUlCk,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],frankj@fountain.fm,data/podcast-value-feeds-2025-10-01.json
DkgUJH4cB0Ktrp9cX5jZ,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,DuhLaurien@getalby.com,data/podcast-value-feeds-2025-10-01.json
c3b104a0-b691-4e93-864c-902af71afae6,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Bullish on Bitcoin - Single via Wavlake,data/podcast-value-feeds-2025-10-01.json
1ee2fca5-c453-47fc-8481-c46b785b4ab7,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,With The Tide via Wavlake,data/podcast-value-feeds-2025-10-01.json
cf859fac-13c1-41bd-a659-e226b6bc4ae4,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Váimmočatnasat via Wavlake,data/podcast-value-feeds-2025-10-01.json
2f3c8ef0-93ae-4723-afd0-b08464dfa751,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,A Relationship in 3 Parts via Wavlake,data/podcast-value-feeds-2025-10-01.json
pcwYnUd2QnVPjfuHp8H5,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Terrence Moore,data/podcast-value-feeds-2025-10-01.json
7c701ffa-8a74-4398-b339-3af210e56cf3,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Afuera! via Wavlake,data/podcast-value-feeds-2025-10-01.json
01n55y7N6rf1dLAQQnwBek,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],Metro Life Worship,data/podcast-value-feeds-2025-10-01.json
treasurecrew,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,TREASURE,data/podcast-value-feeds-2025-10-01.json
GbXwk3gtaLGFHwL9u3rd,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Glitter the Goat,data/podcast-value-feeds-2025-10-01.json
d80d552f-c859-487b-84c4-203d49a600a2,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Lonely ft. Chapman via Wavlake,data/podcast-value-feeds-2025-10-01.json
manivilla,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Perlita,data/podcast-value-feeds-2025-10-01.json
0788dfcb-99e3-4a1b-a68c-f4d8d8438343,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Reckless  via Wavlake,data/podcast-value-feeds-2025-10-01.json
01JGILnKQYScRvoGWwc8gi,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],The Harden Project,data/podcast-value-feeds-2025-10-01.json
6,02d0fd6c2ec89fbbed6c94bd86e695b3d3086f3ecb7767da3123e519ee36d7bca2,yes,[object Object],Host,data/podcast-value-feeds-2025-10-01.json
mari1001,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,mari,data/podcast-value-feeds-2025-10-01.json
a80efac4-3637-4618-bd52-55493ce7d4c4,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,High Thru The Lows via Wavlake,data/podcast-value-feeds-2025-10-01.json
josepimpo,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,josepimpo,data/podcast-value-feeds-2025-10-01.json
2c89f175-d5ac-4316-881a-f82578c66b1b,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Runnin' Out The Clock via Wavlake,data/podcast-value-feeds-2025-10-01.json
zgaetano,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Zahir Uriel Soler Gaetano,data/podcast-value-feeds-2025-10-01.json
64f79fb9-79b3-40ba-b245-74b15a405eda,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,In The Desert via Wavlake,data/podcast-value-feeds-2025-10-01.json
a56c4e74-b079-4ca8-a70b-2870bc9b97b6,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Take Pride via Wavlake,data/podcast-value-feeds-2025-10-01.json
ac66df14-e08e-4af4-9ace-a0b69f12d19d,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,My Cold Heart via Wavlake,data/podcast-value-feeds-2025-10-01.json
bbcd4b27-8e7a-4d12-9ee2-14a5f5690bc7,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Bitcoin - Asaf Fulks  Yakira Shimoni Fulks and Fatell via Wavlake,data/podcast-value-feeds-2025-10-01.json
breakoutthecrazy,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Break Out The Crazy,data/podcast-value-feeds-2025-10-01.json
ee74630d-1beb-4707-a67b-120a1f9d82c1,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Sweet Talkin via Wavlake,data/podcast-value-feeds-2025-10-01.json
06aaf6c1-645a-4172-a22d-ad20fc6529b6,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Running Away With It via Wavlake,data/podcast-value-feeds-2025-10-01.json
259f789c-6d1a-437c-82b2-eb6dc89a3e39,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Road House via Wavlake,data/podcast-value-feeds-2025-10-01.json
moisesprada,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Moisés Prada,data/podcast-value-feeds-2025-10-01.json
zinella,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Zinella,data/podcast-value-feeds-2025-10-01.json
0Fus3sUA6HVRDvdjGXLi,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Marina Freti,data/podcast-value-feeds-2025-10-01.json
1a54a1f3-d1cb-4224-9516-5055dba89503,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,When You Were The Best 0f Me via Wavlake,data/podcast-value-feeds-2025-10-01.json
d898706d-6574-4c60-bf2c-8250333db805,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,The Imitable Will Remain via Wavlake,data/podcast-value-feeds-2025-10-01.json
RFjOOtXjCtmERQk0GT4t,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Alvin Alcuantra,data/podcast-value-feeds-2025-10-01.json
omoh1998,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Akinlo Omolayo Ayoleyi,data/podcast-value-feeds-2025-10-01.json
vauRZUkb4avkRCxC1B4k,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Newmoney_h and Birdy,data/podcast-value-feeds-2025-10-01.json
ubaidkhan,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Ubaid Khan,data/podcast-value-feeds-2025-10-01.json
ermusal,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Erick Muñoz,data/podcast-value-feeds-2025-10-01.json
Dn1au242YETG4Ma0GGKD,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,XY PodCats,data/podcast-value-feeds-2025-10-01.json
cdc36c4f-a68c-4bb5-8702-198f2bdc261e,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Overflow via Wavlake,data/podcast-value-feeds-2025-10-01.json
0170bqTe2XfK6395OQenOH,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],berglinde@fountain.fm,data/podcast-value-feeds-2025-10-01.json
dailywisdom,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Daily Wisdom,data/podcast-value-feeds-2025-10-01.json
d0e06048-4f49-4def-a644-6786f69f08de,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,keep you warm (dictaphone version) via Wavlake,data/podcast-value-feeds-2025-10-01.json
dancingthomas,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,ACHUKU THOMAS,data/podcast-value-feeds-2025-10-01.json
bmsfiqHTyTDkiJJiBwVK,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Brett Monro & Morten Kristiansen,data/podcast-value-feeds-2025-10-01.json
6443d62e-27d4-490d-962e-c6b54b83561e,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Wrenched Torque via Wavlake,data/podcast-value-feeds-2025-10-01.json
RVoggSSdokscFPXKRBth,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Joe Barone,data/podcast-value-feeds-2025-10-01.json
968606c5-d8db-4bc9-a837-d193a8783817,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Precision Incisions ft Jarren Benton via Wavlake,data/podcast-value-feeds-2025-10-01.json
z7lkm1ewVjMTuMucDalR,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Lucas and Zaiden,data/podcast-value-feeds-2025-10-01.json
danrabs,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Daniel Rabba,data/podcast-value-feeds-2025-10-01.json
f3aa27e1-75c7-4779-a9c8-c35fd5acc639,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Spirit In The Future via Wavlake,data/podcast-value-feeds-2025-10-01.json
sailingroads,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,SailingRoads,data/podcast-value-feeds-2025-10-01.json
Wz81pcQ9LGKqtXDCHRbO,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Rob,data/podcast-value-feeds-2025-10-01.json
c22f5181-85dd-4a45-b4e2-2f0656098856,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Swamp Thing via Wavlake,data/podcast-value-feeds-2025-10-01.json
01X5hS1FStH6HsAQhXlvOE,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],user19164223@fountain.fm,data/podcast-value-feeds-2025-10-01.json
01NAr1QCjuALz5D4bYRHmj,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],Tim Ash,data/podcast-value-feeds-2025-10-01.json
7dda699b-eeba-45a2-baf2-5f3154b21df8,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Echoes 119 via Wavlake,data/podcast-value-feeds-2025-10-01.json
lga31416,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Hola! Yo soy Luis!,data/podcast-value-feeds-2025-10-01.json
w1ck3db33,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,w1ck3db33,data/podcast-value-feeds-2025-10-01.json
1f8703b6-ebf6-4b02-9bf7-d0069ebabf49,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,What More Can I Say via Wavlake,data/podcast-value-feeds-2025-10-01.json
2fa831a6-07cc-4bd4-8d07-34628ed326cb,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Blood Of A Slave Heart Of A King Mind Of An Extraterritorial Being via Wavlake,data/podcast-value-feeds-2025-10-01.json
29270e68-2a8f-4613-8b5e-c3a54406e3a1,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,A Bizzy Day In A Bizzy Day via Wavlake,data/podcast-value-feeds-2025-10-01.json
genesis.proymet,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,genesis.proymet,data/podcast-value-feeds-2025-10-01.json
gaminghack,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Addictive Games,data/podcast-value-feeds-2025-10-01.json
cafd489b-c837-4faa-8816-cf3f4f090078,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Take A Bump via Wavlake,data/podcast-value-feeds-2025-10-01.json
a5b45156-c73e-4221-aad1-a40f37acdc14,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Throw Away Bars via Wavlake,data/podcast-value-feeds-2025-10-01.json
f278aeb5-0b16-4b51-b1d8-32be00f6e5b4,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Plan B via Wavlake,data/podcast-value-feeds-2025-10-01.json
FwujPpAdhyQaK5ZbeIEG,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Dorean I-Yusuf  Aisha M Olaniyan & Chukwuka K Amogu,data/podcast-value-feeds-2025-10-01.json
tha.crypto.wxtch,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Tha.Crypto.Wxtch,data/podcast-value-feeds-2025-10-01.json
riaz1122,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Riaz,data/podcast-value-feeds-2025-10-01.json
oromaa,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,oromaa,data/podcast-value-feeds-2025-10-01.json
tshiuan89,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,tshiuan89,data/podcast-value-feeds-2025-10-01.json
basedcontent,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,basedcontent,data/podcast-value-feeds-2025-10-01.json
b3286823-9044-4809-bb1e-f46b8a5f9bfd,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Supercharged via Wavlake,data/podcast-value-feeds-2025-10-01.json
andrea.paola,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Andrea Paola,data/podcast-value-feeds-2025-10-01.json
8da0be91-5394-42d6-bb10-fd94e9efca78,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,En el nombre del Señor via Wavlake,data/podcast-value-feeds-2025-10-01.json
8e85cd14-5f26-4811-b5b0-12045b2b1ffc,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Y.O.L.O. via Wavlake,data/podcast-value-feeds-2025-10-01.json
74f11485-3588-4be3-bd70-4d7268dd765c,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Mama Eey via Wavlake,data/podcast-value-feeds-2025-10-01.json
3061260e-a4ec-4acc-81a0-ee9ba6772987,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Empire via Wavlake,data/podcast-value-feeds-2025-10-01.json
52038572-7962-46ff-8843-47f6cfd6269b,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Film of Familiarity via Wavlake,data/podcast-value-feeds-2025-10-01.json
d880c915-3e52-4ffb-b07e-78e8b5518f03,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,$outhern $tate of Mind ft 21 Savage  via Wavlake,data/podcast-value-feeds-2025-10-01.json
avataroflife,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,avataroflife,data/podcast-value-feeds-2025-10-01.json
marianayyo,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,The 20s,data/podcast-value-feeds-2025-10-01.json
microartist,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,microartist,data/podcast-value-feeds-2025-10-01.json
cac6804b-7b03-437d-84d7-16daa13b55cb,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,DEMODEATH via Wavlake,data/podcast-value-feeds-2025-10-01.json
31752221-635d-4cb7-a73e-ec68394f7bc8,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Prisoner 2 Love via Wavlake,data/podcast-value-feeds-2025-10-01.json
paulamontesb,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,PAULA MONTES,data/podcast-value-feeds-2025-10-01.json
b1534bdb-700e-4901-867e-62312c2232c2,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,DOOF RECORDINGS via Wavlake,data/podcast-value-feeds-2025-10-01.json
be60c1bc-79de-4b59-9af4-5b493f2fd2df,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Pearly Gates via Wavlake,data/podcast-value-feeds-2025-10-01.json
neroxstrong,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Excalimu,data/podcast-value-feeds-2025-10-01.json
BB5yIHi3JX8gQkQkv81c,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Chris Garbutt and Degan Davis,data/podcast-value-feeds-2025-10-01.json
1fa9fe56-31ee-4e03-af05-8f5bdd363f0b,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Believe in the Signs via Wavlake,data/podcast-value-feeds-2025-10-01.json
lunavenusta,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,lunavenusta,data/podcast-value-feeds-2025-10-01.json
2b72654a-5497-4081-9c21-790c36e6f052,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Athletes via Wavlake,data/podcast-value-feeds-2025-10-01.json
c4149e5a-e8bd-4a8f-bc6f-789bbba3ffaf,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Happy Solstice via Wavlake,data/podcast-value-feeds-2025-10-01.json
a4921c33-38aa-4b14-8197-554124cb2161,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Over You via Wavlake,data/podcast-value-feeds-2025-10-01.json
72c4b3fe-f99c-4447-ab75-ba9690f70b8f,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,forever stars via Wavlake,data/podcast-value-feeds-2025-10-01.json
4Ttg0WDRBcuSI4P7wxBI,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Ust Tile,data/podcast-value-feeds-2025-10-01.json
1ffe5487-f312-4121-aa2e-dfd51f0ae7c9,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,The Business of DJing via Wavlake,data/podcast-value-feeds-2025-10-01.json
CmLdL6By7Ma8MKMRaDr6,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Patrick Martin and Bobby Mann,data/podcast-value-feeds-2025-10-01.json
creativepearl,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Ardor🌹💙,data/podcast-value-feeds-2025-10-01.json
e4610d78-4628-4245-9626-fbb84c2b8e50,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Revelation of the Method via Wavlake,data/podcast-value-feeds-2025-10-01.json
96c5a195-62d9-4ccb-be8d-377a06f8a993,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Penthouse Disco via Wavlake,data/podcast-value-feeds-2025-10-01.json
RQ5klU47hjUwV1foONVM,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,JUNIOR ARENDS,data/podcast-value-feeds-2025-10-01.json
7b2ad190-6c69-4a7d-8144-9e854cc373b2,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Nel nome di Dio via Wavlake,data/podcast-value-feeds-2025-10-01.json
dd0ky2OGej2utgyBTSxJ,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,furqan Qureshi Blogs,data/podcast-value-feeds-2025-10-01.json
YvIgzJqw08gEI9ZtYGKU,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Sanford Global,data/podcast-value-feeds-2025-10-01.json
8b42a086-3897-40ac-8364-29efb6eac061,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Bitcoin Quintessence via Wavlake,data/podcast-value-feeds-2025-10-01.json
redx.chat,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,redx.chat,data/podcast-value-feeds-2025-10-01.json
enmyrun,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Enmy,data/podcast-value-feeds-2025-10-01.json
234a9aec-e35b-4bf4-acf9-a24fb0cf7178,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,I Am Great via Wavlake,data/podcast-value-feeds-2025-10-01.json
0ab861f0-1669-4692-84a5-6fc65274db46,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,The right time  via Wavlake,data/podcast-value-feeds-2025-10-01.json
9f7ca812-b5bb-458a-bd94-6e2f03ca6be9,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,KAPITAL Ells via Wavlake,data/podcast-value-feeds-2025-10-01.json
beinspiringbeinn,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,beinspiringbeinn,data/podcast-value-feeds-2025-10-01.json
tBD9ARczRGi7BD4wmuUu,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Fola Atoloye,data/podcast-value-feeds-2025-10-01.json
fjJN1xfdTf5CrYdaBnJN,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Padawan Unlimited Podcast,data/podcast-value-feeds-2025-10-01.json
4e8854ea-68a6-40ab-8aaf-364913e75bec,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Paper Chase Remix via Wavlake,data/podcast-value-feeds-2025-10-01.json
01691e0oAlA4ED854saBiW,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],Vance Latta,data/podcast-value-feeds-2025-10-01.json
geronimo06,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Gerónimo,data/podcast-value-feeds-2025-10-01.json
e341b53c-a5f9-4d39-baa2-c6b05645bbf6,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,NickoLastTH To THe WORLD via Wavlake,data/podcast-value-feeds-2025-10-01.json
oroma,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,All,data/podcast-value-feeds-2025-10-01.json
2e2aa932-6952-41ba-92ba-bedfdff6b326,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Little Dog via Wavlake,data/podcast-value-feeds-2025-10-01.json
216f52a8-25b8-4c38-b436-2844ddd3e817,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,D fire via Wavlake,data/podcast-value-feeds-2025-10-01.json
sophee01,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,sophee01,data/podcast-value-feeds-2025-10-01.json
isaI28FeIsBw2hvcs37Q,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Pastor Chris,data/podcast-value-feeds-2025-10-01.json
ep8O788eWPLvZEvPCdhl,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,isobot@getalby.com,data/podcast-value-feeds-2025-10-01.json
01Ek7o8H3hZJor1uWXd3hb,03b6f613e88bd874177c28c6ad83b3baba43c4c656f56be1f8df84669556054b79,yes,[object Object],makeheroism@fountain.fm,data/podcast-value-feeds-2025-10-01.json
16qtdH4XsWV4lii5rDHo,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,deltaog@getalby.com,data/podcast-value-feeds-2025-10-01.json
Rg1q1IBNumM9qgmBm0s5,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,herbivore@getalby.com,data/podcast-value-feeds-2025-10-01.json
ac0c11f5-25d9-48c2-b9b8-3d8c28efd72a,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,The Chemist via Wavlake,data/podcast-value-feeds-2025-10-01.json
stephanie001,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,stephanie001,data/podcast-value-feeds-2025-10-01.json
82d2f165-82b8-40cf-9bb2-6ec8c36cfe80,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Too Long  via Wavlake,data/podcast-value-feeds-2025-10-01.json
8ace3f65-5d97-4234-8269-1b2259792d1f,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,C'est La Vie via Wavlake,data/podcast-value-feeds-2025-10-01.json
ff89b241-4640-485c-82d1-d45c306ade46,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Swamp Mud  via Wavlake,data/podcast-value-feeds-2025-10-01.json
anecito,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Team GoldenShadow,data/podcast-value-feeds-2025-10-01.json
e01772e0-12a4-4fb4-bef0-e8d21a794cfb,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Flying Elephant via Wavlake,data/podcast-value-feeds-2025-10-01.json
9fded24a-30eb-458b-8bdb-ab62cc67d024,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Tripa via Wavlake,data/podcast-value-feeds-2025-10-01.json
42c8a3fc-3768-4cf4-983f-445cce07af27,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Gramdoisity via Wavlake,data/podcast-value-feeds-2025-10-01.json
9a33a68b-6995-44e0-9ff2-7160898a35f7,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Manee First Life via Wavlake,data/podcast-value-feeds-2025-10-01.json
mrabigail,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,mrabigail,data/podcast-value-feeds-2025-10-01.json
DgkKAgVQjZFQbwLwBev9,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3,no,,Tracie Foster,data/podcast-value-feeds-2025-10-01.json
a9d10c96-ffe5-4bdd-9513-e6935febbd38,02682b7c86f474d082fa9d274c3751291225448468691784c6f112187de975a8c2,no,,Cold Ones via Wavlake,data/podcast-value-feeds-2025-10-01.json
nellehive,0266ad2656c7a19a219d37e82b280046660f4d7f3ae0c00b64a1629de4ea567668,no,,Airam Nelleh,data/podcast-value-feeds-2025-10-01.json
